"Customer was redirected to maestro","Klant is doorgestuurd naar Maestro"
"Invoice #%s created","Factuur #%s gemaakt"
"You will be redirected to your bank in a few seconds.","U wordt doorgestuurd, moment geduld a.u.b..."
"Pending maestro","In behandeling bij Maestro"
"Bank: %s","Bank: %s"
"Order #%s refunded", "Bestelling #%s terugbetaald"
"The order: #%s has been refunded.\nPay.nl information:\nOrder code: %s\nNo further notifications for this will be available.", "De bestelling: #%s is terugbetaald.\nPay.nl informatie:\nOrder code: %s\nEr worden verder geen notificaties gedaan."
