"Customer was redirected to cashticket","Klant is doorgestuurd naar Cashticket"
"Invoice #%s created","Factuur #%s gemaakt"
"You will be redirected to Cashticket in a few seconds.","U wordt doorgestuurd, moment geduld a.u.b..."
"Pending cashticket","In behandeling bij cashticket"
"Bank: %s","Bank: %s"
"Error occured. You will be redirected back to the store.", "Er heeft een fout plaatsgevonden. U wordt teruggestuurd naar de winkel."
"Order #%s refunded", "Bestelling #%s terugbetaald"
"The order: #%s has been refunded.\nPay.nl information:\nOrder code: %s\nNo further notifications for this will be available.", "De bestelling: #%s is terugbetaald.\nPay.nl informatie:\nOrder code: %s\nEr worden verder geen notificaties gedaan."
