"Customer was redirected to visamastercard","Customer was redirected to Visamastercard"
"Invoice #%s created","Invoice #%s created"
"You will be redirected to your bank in a few seconds.","You will be redirected to your bank in a few seconds."
"Pending visamastercard","Pending Pay.nl"
"Bank: %s","Bank: %s"
"Order #%s refunded", "Order #%s refunded"
"The order: #%s has been refunded.\nPay.nl information:\nOrder code: %s\nNo further notifications for this will be available.", "The order: #%s has been refunded.\nPay.nl information:\nOrder code: %s\nNo further notifications for this will be available."
